,,,,ENGINESIZE,CYLINDERS,,,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
,,,,2.5,5,,,11,7.7,9.5,30,218
,,,,2.5,5,,,11.2,7.3,9.4,30,216
,,,,2,4,,,8.2,6,7.2,39,194
,,,,2,4,,,7.9,5.6,6.9,41,186
,,,,1.8,4,,,9.5,6.7,8.2,34,189
,,,,1.8,4,,,9.4,6.7,8.2,34,189
,,,,2,4,,,10.6,8,9.4,30,216
,,,,2,4,,,10.4,7.2,9,31,207
,,,,2,4,,,10.2,7.5,9,31,207
,,,,2,4,,,10.6,7.4,9.2,31,212
,,,,2,4,,,7.9,5.7,6.9,41,186
,,,,2,4,,,7.9,5.6,6.9,41,186
,,,,1.4,4,,,5.6,5.2,5.4,52,124
,,,,1.8,4,,,9.9,6.9,8.6,33,198
,,,,1.8,4,,,10,6.9,8.6,33,198
,,,,2.5,5,,,11,8,9.7,29,223
,,,,2.5,5,,,11.4,7.8,9.8,29,225
,,,,3.6,6,,,12.4,8.8,10.8,26,248
,,,,2,4,,,8.1,5.9,7.1,40,192
,,,,2,4,,,8,5.4,6.8,42,184
,,,,3.6,6,,,14.2,9.5,12.1,23,278
,,,,2,4,,,11.7,9.5,10.7,26,246
,,,,2,4,,,13.6,9.2,11.6,24,267
,,,,2,4,,,11.7,9.4,10.7,26,246
,,,,3.6,6,,,13.8,10.3,12.2,23,281
,,,,3,6,,,12.3,8,10.4,27,281
,,,,2.5,5,,,11.3,7.8,9.7,29,223
,,,,2.5,5,,,11.6,8.3,10.1,28,232
,,,,3,6,,,13.2,9.5,11.5,25,264
,,,,3.2,6,,,11.9,8.1,10.2,28,235
,,,,3,6,,,13.2,9.5,11.5,25,264
,,,,3.2,6,,,13,8.9,11.2,25,258
,,,,3,6,,,13.4,9.8,11.8,24,271
,,,,3.2,6,,,13.2,9.5,11.5,25,264
,,,,3,6,,,13.4,9.8,11.8,24,271
,,,,3.2,6,,,12.9,9.3,11.3,25,260
,,,,3.2,6,,,14.9,10.2,12.8,22,294
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
